smiles,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,rtb,Molecular Weight,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,pChEMBL Value
COC(=O)Nc1ccc2c(c1)NC(=O)CCc1nc(ccc1F)CC(NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2cn1C,4.43,5.0,3.58,3.58,12.35,671.09,11.0,14.0,3.0,3.0,48.0,0.0,671.09,670.1968,2.0,2.0,170.84,0.23,5.0,671.09,10.41,0.2,2.56,4.09,6.99
NC[C@H]1CC[C@H](C(=O)N[C@H]2C/C=C/CCCc3ccccc3-c3c[nH]c2n3)CC1,4.28,2.0,1.34,3.95,12.73,392.55,3.0,5.0,3.0,4.0,29.0,1.0,392.55,392.2576,0.0,0.0,83.8,0.68,3.0,392.55,13.27,0.25,0.93,6.22,5.21
COC(=O)Nc1ccc2c(c1)CCCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.26,4.0,5.24,5.24,12.53,561.05,8.0,11.0,3.0,3.0,40.0,0.0,561.05,560.2051,3.0,2.0,139.71,0.28,5.0,561.05,13.31,0.25,2.21,5.35,7.47
COC(=O)Nc1ccc2c(c1)N[C@H](C(=O)O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.19,4.0,0.23,2.15,3.8,606.04,10.0,14.0,5.0,5.0,43.0,-1.0,606.04,605.1902,2.0,1.0,189.04,0.2,6.0,606.04,10.29,0.2,2.05,3.3,6.24
COC(=O)Nc1ccc2c(c1)/N=C/CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(F)[nH]1,5.17,4.0,3.9,3.93,8.48,578.01,9.0,12.0,3.0,3.0,41.0,0.0,578.01,577.1753,3.0,2.0,152.07,0.28,5.0,578.01,13.04,0.25,2.37,4.96,7.54
COC(=O)Nc1ccc2c(c1)N(C(=O)OC)CCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.9,4.0,3.99,3.99,12.3,620.07,10.0,14.0,3.0,3.0,44.0,0.0,620.07,619.2058,2.0,1.0,169.25,0.26,5.0,620.07,8.73,0.17,0.51,3.2,5.41
COC(=O)Nc1ccc2c(c1)NC(C(N)=O)C(C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,3.84,4.0,2.99,2.99,12.44,619.09,10.0,14.0,5.0,6.0,44.0,0.0,619.09,618.2218,3.0,1.0,194.83,0.2,6.0,619.09,10.55,0.2,2.69,3.35,6.53
COC(=O)Nc1ccc2c(c1)NC(C(F)(F)F)CC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.84,4.0,4.84,4.84,12.14,642.04,9.0,12.0,4.0,4.0,45.0,0.0,642.04,641.1877,3.0,2.0,151.74,0.16,5.0,642.04,8.82,0.17,-0.18,3.73,5.66
COC(=O)Nc1ccc(-c2nc([C@H](CC(=O)N3CCOCC3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,3.66,4.0,2.43,2.43,10.23,640.49,10.0,14.0,3.0,3.0,44.0,0.0,640.49,639.1512,2.0,1.0,169.25,0.23,9.0,640.49,14.29,0.28,5.49,5.41,9.15
Cc1ccc(-n2cnnn2)c(CCC(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4[nH]c(=O)ccc4c3)c(Cl)[nH]2)c1,4.89,6.0,4.9,4.9,10.23,579.06,7.0,10.0,3.0,3.0,42.0,0.0,579.06,578.1945,1.0,1.0,134.24,0.22,9.0,579.06,13.68,0.26,3.03,5.9,7.92
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H]1CCCCCCc2ccccc2-c2c[nH]c1n2,5.08,4.0,5.38,5.38,12.79,488.0,6.0,8.0,2.0,2.0,35.0,0.0,488.0,487.1887,1.0,1.0,101.38,0.39,4.0,488.0,11.32,0.22,0.45,5.45,5.53
CC(=O)N1CCC(CCC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,2.77,2.0,-3.48,0.85,9.34,695.93,7.0,12.0,6.0,7.0,49.0,1.0,695.93,695.3829,3.0,2.0,186.58,0.11,17.0,695.93,8.71,0.17,3.29,3.25,6.06
CN(C)Cc1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,6.26,4.0,2.58,3.94,3.22,518.66,4.0,6.0,4.0,5.0,39.0,0.5,518.66,518.2682,2.0,2.0,102.44,0.17,7.0,518.66,12.21,0.22,0.07,6.18,6.33
CNC(=O)Nc1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,5.95,4.0,3.14,3.14,3.52,533.63,4.0,8.0,6.0,7.0,40.0,0.5,533.63,533.2427,3.0,3.0,140.33,0.13,6.0,533.63,14.66,0.27,1.87,5.58,7.82
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,5.68,4.0,4.24,4.29,12.41,631.73,8.0,10.0,3.0,4.0,45.0,0.0,631.73,631.2265,2.0,2.0,143.72,0.26,4.0,631.73,8.66,0.17,-0.21,3.8,5.47
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C(N)=O)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,4.7,4.0,2.07,3.39,12.61,552.64,7.0,10.0,4.0,6.0,41.0,1.0,552.64,552.2485,2.0,1.0,152.67,0.29,3.0,552.64,9.39,0.17,0.49,3.4,5.19
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)ccn2)cc1,5.09,3.0,1.98,4.6,12.9,486.62,5.0,7.0,3.0,4.0,36.0,1.0,486.62,486.2631,1.0,1.0,106.34,0.41,8.0,486.62,16.65,0.31,3.01,7.62,8.1
COC(=O)Nc1ccc(-c2ccnc(C(Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)c2)cc1,5.09,3.0,1.83,4.45,12.87,486.62,5.0,7.0,3.0,4.0,36.0,1.0,486.62,486.2631,1.0,1.0,106.34,0.41,8.0,486.62,16.28,0.3,2.83,7.45,7.92
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc(N)nc3)ccn2)CC1,3.89,3.0,0.49,3.14,13.3,429.57,5.0,6.0,3.0,5.0,32.0,1.0,429.57,429.2529,0.0,0.0,106.92,0.53,7.0,429.57,17.74,0.33,3.73,7.13,7.62
CNC(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,2.17,2.0,-4.04,0.29,9.33,696.92,7.0,13.0,7.0,8.0,49.0,1.0,696.92,696.3781,3.0,2.0,198.61,0.1,16.0,696.92,8.45,0.16,3.72,2.96,5.89
N=C(N)N1CCc2nc(C(=O)N3CCc4c(Br)cccc4C3C(=O)Nc3ccc(C(=O)O)cc3)sc2C1,3.23,3.0,1.23,1.23,4.16,583.47,6.0,10.0,4.0,5.0,37.0,0.5,583.47,582.0685,1.0,1.0,152.71,0.27,4.0,583.47,12.07,0.26,3.81,4.61,7.04
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3)c1)c1cc-2ccn1,6.0,4.0,4.94,4.94,12.49,573.05,7.0,10.0,3.0,3.0,41.0,0.0,573.05,572.1939,2.0,2.0,127.24,0.28,4.0,573.05,12.79,0.24,1.33,5.76,7.33
COC(=O)NCc1ccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.95,4.0,3.87,3.87,13.07,572.02,8.0,11.0,2.0,2.0,41.0,0.0,572.02,571.1735,2.0,1.0,131.34,0.32,7.0,572.02,10.58,0.2,2.1,4.61,6.05
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1onc(-c3cccc(Cl)c3F)c1C)c1cc-2ccn1,6.91,4.0,5.83,5.83,11.65,606.05,7.0,10.0,3.0,3.0,43.0,0.0,606.05,605.1841,2.0,2.0,135.45,0.23,4.0,606.05,12.32,0.24,0.56,5.51,7.47
O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,2.57,3.0,1.16,1.16,10.04,569.08,6.0,9.0,1.0,1.0,39.0,0.0,569.08,568.1547,1.0,1.0,108.79,0.51,5.0,569.08,8.57,0.17,2.31,4.48,4.88
COC(=O)Nc1ccc2c(c1)NCCCCC[C@H](NC(=O)/C=C/c1cc(C)ccc1-n1cnnn1)c1nc-2c(C#N)[nH]1,4.27,4.0,3.43,3.43,9.5,566.63,10.0,13.0,4.0,4.0,42.0,0.0,566.63,566.2502,2.0,1.0,175.53,0.26,5.0,566.63,14.2,0.26,3.78,4.58,8.05
COC(=O)Nc1ccc2c(c1)NC(=O)CCc1nc(ccc1F)CC(NC(=O)c1c(F)cc(C)cc1F)c1nc-2c[nH]1,4.97,4.0,4.01,4.01,10.79,578.55,6.0,10.0,4.0,4.0,42.0,0.0,578.55,578.1889,1.0,1.0,138.1,0.27,3.0,578.55,11.82,0.22,1.87,4.95,6.84
CN(C)CCNC(=O)c1ccc(-c2cccc3c2CCN(C(=O)/C=C/c2c(-n4cnnn4)ccc(Cl)c2F)[C@H]3C(=O)Nc2ccc(C(=O)OCCN(C)C)cc2)cc1,4.91,5.0,3.02,5.21,12.51,808.31,11.0,14.0,2.0,2.0,58.0,1.0,808.31,807.306,2.0,2.0,154.89,0.12,14.0,808.31,7.45,0.14,1.11,3.89,6.02
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.9,4.0,4.06,4.06,12.23,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,5.0,604.07,12.71,0.24,2.78,4.55,7.68
COC(=O)Nc1ccc2c(c1)NC(=O)CCC(C)CC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.9,4.0,4.06,4.06,12.23,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,5.0,604.07,12.82,0.25,2.84,4.59,7.75
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)C/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.68,4.0,3.95,3.95,12.18,602.06,9.0,13.0,4.0,4.0,43.0,0.0,602.06,601.1953,2.0,1.0,168.81,0.19,5.0,602.06,15.75,0.3,4.8,5.62,9.48
CCOC(=O)Cc1ccc(-c2c[nH]c([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)n2)cc1.O=C(O)C(F)(F)F,4.35,3.0,1.59,4.21,12.68,602.65,5.0,7.0,3.0,4.0,36.0,1.0,488.63,488.2787,0.0,0.0,110.1,0.37,10.0,602.65,12.9,0.24,1.96,5.73,6.3
COC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)CCC[C@H](N1CCC(c3cccc(Cl)c3F)=CC1=O)c1ccnc-2c1,6.83,3.0,5.7,5.7,12.53,577.06,5.0,8.0,2.0,2.0,41.0,0.0,577.06,576.194,2.0,2.0,100.63,0.36,3.0,577.06,12.75,0.25,0.53,7.31,7.36
Nc1nccc2c1CCC(C(=O)N[C@@H](Cc1ccccc1)c1nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]1)C2,4.37,5.0,3.9,3.96,10.14,527.03,6.0,9.0,5.0,7.0,38.0,0.0,527.03,526.1996,2.0,1.0,151.39,0.22,6.0,527.03,16.32,0.31,4.23,5.68,8.6
Cc1ccc(Cl)cc1CNC(=O)N[C@@H](Cc1ccccc1)c1nc(-c2ccc3c(N)n[nH]c3c2)c(Cl)[nH]1,5.93,5.0,5.27,5.27,10.14,534.45,4.0,8.0,5.0,6.0,37.0,0.0,534.45,533.1498,3.0,2.0,124.51,0.18,7.0,534.45,13.61,0.27,1.35,5.84,7.28
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,5.54,4.0,2.83,4.15,12.49,613.74,8.0,10.0,3.0,4.0,44.0,1.0,613.74,613.2359,2.0,2.0,143.72,0.27,4.0,613.74,9.19,0.18,0.1,3.92,5.64
CCN(CC)C(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,6.08,4.0,3.24,4.55,12.61,608.74,7.0,10.0,3.0,4.0,45.0,1.0,608.74,608.3111,2.0,2.0,129.89,0.25,5.0,608.74,8.57,0.16,-0.87,4.01,5.21
COC(=O)Nc1ccc(S(=O)(=O)C(C)C)c([C@H]2CCCN2C(=O)[C@H](Nc2ccc3c(N)nccc3c2)c2ccccc2)c1,5.69,4.0,2.69,4.0,12.5,601.73,8.0,10.0,3.0,4.0,43.0,1.0,601.73,601.2359,2.0,2.0,143.72,0.23,8.0,601.73,8.24,0.16,-0.73,3.45,4.96
COC(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,5.39,4.0,3.23,4.54,12.53,567.65,8.0,10.0,3.0,4.0,42.0,1.0,567.65,567.2482,2.0,2.0,135.88,0.28,3.0,567.65,9.07,0.17,-0.24,3.79,5.15
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H]1C/C=C/CCC(=O)Nc2cc(F)ccc2-c2c[nH]c1n2,4.39,4.0,3.7,3.7,12.27,532.97,7.0,10.0,3.0,3.0,38.0,0.0,532.97,532.1538,1.0,1.0,130.48,0.26,4.0,532.97,14.86,0.28,3.53,6.07,7.92
COC(=O)Nc1ccc2c(c1)N[C@@H](C(F)(F)F)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.67,4.0,4.76,4.76,12.17,630.03,9.0,12.0,4.0,4.0,44.0,0.0,630.03,629.1877,3.0,2.0,151.74,0.21,5.0,630.03,14.22,0.28,3.29,5.9,8.96
COC(=O)Nc1ccc2c(c1)C[C@@H](C(=O)OC)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.66,4.0,4.6,4.61,12.49,619.08,10.0,13.0,3.0,3.0,44.0,0.0,619.08,618.2106,2.0,1.0,166.01,0.21,6.0,619.08,12.31,0.24,2.96,4.59,7.62
NC(=O)c1ccc(C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)cc1,4.0,5.0,3.24,3.24,10.14,499.96,5.0,9.0,5.0,7.0,36.0,0.0,499.96,499.1524,1.0,0.0,155.57,0.23,7.0,499.96,13.02,0.25,2.51,4.18,6.51
CCOC(=O)CCCNC(=O)c1cccc2c1CCN(C(=O)/C=C/c1c(-n3cnnn3)ccc(Cl)c1F)C2C(=O)Nc1ccc(F)cc1,4.44,4.0,4.17,4.17,13.33,678.1,9.0,12.0,2.0,2.0,48.0,0.0,678.1,677.1965,2.0,1.0,148.41,0.13,11.0,678.1,9.2,0.18,1.8,4.2,6.24
CN(C)CCNC(=O)c1ccc(-c2cccc3c2CCN(C(=O)/C=C/c2c(-n4cnnn4)ccc(Cl)c2F)[C@H]3C(=O)Nc2ccc(C(=O)OCc3ccccn3)cc2)cc1,5.94,6.0,4.64,5.78,12.51,828.3,11.0,14.0,2.0,2.0,60.0,1.0,828.3,827.2747,3.0,3.0,164.54,0.11,13.0,828.3,8.3,0.16,0.94,4.18,6.88
CCOC(=O)c1ccc(NC(=O)[C@H]2c3cccc(OCCC4CCNCC4)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,5.18,4.0,2.35,5.12,12.51,702.19,10.0,12.0,2.0,2.0,50.0,1.0,702.19,701.2529,3.0,2.0,140.57,0.16,11.0,702.19,7.76,0.15,0.27,3.88,5.45
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(N(C)C(C)=O)c2)ccc1OC(C)C,5.46,4.0,2.14,3.46,13.2,555.68,7.0,9.0,3.0,4.0,41.0,1.0,555.68,555.2846,2.0,2.0,118.81,0.23,11.0,555.68,8.92,0.17,-0.5,4.17,4.96
N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(cc3)NC(=O)CCN3CCN(CCC(=O)Nc4ccc(cc4)C[C@@H](NS(=O)(=O)Cc4ccccc4)C(=O)N2)CC3)cc1.O=C(O)C(F)(F)F,2.33,4.0,-0.8,1.51,9.1,936.03,9.0,15.0,7.0,8.0,59.0,1.0,822.0,821.3683,3.0,2.0,218.92,0.1,8.0,936.03,6.66,0.13,3.14,2.5,5.47
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c[nH]2)CC1,3.7,4.0,0.54,3.15,12.56,457.58,5.0,8.0,5.0,7.0,34.0,1.0,457.58,457.259,1.0,0.0,138.5,0.29,7.0,457.58,18.56,0.34,4.79,6.13,8.49
O=C(Nc1ccc(C2CCCN2)cc1)[C@@H]1c2ccccc2CCN1C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1,4.52,4.0,1.6,4.33,13.14,554.05,7.0,9.0,2.0,2.0,40.0,1.0,554.05,553.1993,1.0,1.0,105.04,0.34,6.0,554.05,9.33,0.18,0.65,4.92,5.17
COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)NC(=O)CCc3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,5.57,5.0,5.23,5.23,10.23,605.49,8.0,11.0,3.0,3.0,42.0,0.0,605.49,604.1505,3.0,2.0,139.71,0.19,10.0,605.49,14.4,0.28,3.15,6.24,8.72
COC(=O)Nc1ccc(-c2c[nH]c([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)n2)cc1,5.0,5.0,4.99,4.99,12.5,569.03,8.0,11.0,3.0,3.0,41.0,0.0,569.03,568.1738,2.0,1.0,139.71,0.21,9.0,569.03,14.36,0.27,3.17,5.85,8.17
Nc1n[nH]c2cc(-c3c[nH]c([C@H](Cc4ccccc4)NC(=O)/C=C/c4cc(Cl)ccc4-n4cnnn4)n3)ccc12,4.28,6.0,4.22,4.22,12.63,551.01,8.0,11.0,4.0,5.0,40.0,0.0,551.01,550.1745,2.0,1.0,156.08,0.21,8.0,551.01,15.07,0.28,4.02,5.32,8.3
Nc1nccc2c1CCC(C(=O)N[C@@H](Cc1ccccc1)c1nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]1)C2,4.37,5.0,3.9,3.96,10.14,527.03,6.0,9.0,5.0,7.0,38.0,0.0,527.03,526.1996,2.0,1.0,151.39,0.22,6.0,527.03,16.45,0.31,4.3,5.73,8.67
Cc1ccc(C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)c(F)c1,5.35,5.0,5.05,5.05,10.14,488.95,4.0,7.0,4.0,5.0,35.0,0.0,488.95,488.1528,1.0,1.0,112.48,0.26,6.0,488.95,13.7,0.26,1.35,5.96,6.7
C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(C(F)(F)F)nn3)cc2=O)c2ccnc(c2)-c2c(cnn2C)NC1=O,5.31,5.0,4.23,4.23,11.98,624.03,10.0,11.0,1.0,1.0,44.0,0.0,624.03,623.1772,3.0,2.0,125.41,0.29,3.0,624.03,16.02,0.31,4.69,7.97,10.0
COC(=O)Nc1ccc2c(c1)CCCC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.43,4.0,5.32,5.32,12.51,573.06,8.0,11.0,3.0,3.0,41.0,0.0,573.06,572.2051,3.0,2.0,139.71,0.21,5.0,573.06,11.75,0.22,1.31,4.82,6.74
COC(=O)Nc1ccc2c(c1)CCCCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.65,4.0,5.68,5.68,12.54,575.07,8.0,11.0,3.0,3.0,41.0,0.0,575.07,574.2208,3.0,2.0,139.71,0.26,5.0,575.07,10.82,0.21,0.57,4.45,6.22
COC(=O)Nc1ccc2c(c1)CCCCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,6.3,4.0,6.0,6.0,10.25,609.52,8.0,11.0,3.0,3.0,42.0,0.0,609.52,608.1818,3.0,2.0,139.71,0.23,5.0,609.52,11.76,0.23,0.87,5.13,7.17
C=CC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc(-c2ccc(NC(=O)OC)cc2NC(=O)CC)c[nH]1,4.68,4.0,3.93,3.93,12.21,590.04,9.0,13.0,4.0,4.0,42.0,0.0,590.04,589.1953,2.0,1.0,168.81,0.14,11.0,590.04,12.83,0.25,2.89,4.48,7.57
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.27,4.0,3.33,3.33,12.22,576.02,9.0,13.0,4.0,4.0,41.0,0.0,576.02,575.1796,2.0,1.0,168.81,0.26,5.0,576.02,15.62,0.3,4.73,5.33,9.0
COC(=O)Nc1ccc2c(c1)NC(=O)OC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.26,4.0,3.48,3.48,12.03,590.0,10.0,14.0,4.0,4.0,42.0,0.0,590.0,589.1589,2.0,1.0,178.04,0.2,5.0,590.0,15.35,0.29,4.8,5.09,9.06
N=C(N)c1ccc(CNC(=O)[C@H](CCC2CCNCC2)NC(=O)[C@@H](CCCn2cnnn2)NS(=O)(=O)Cc2ccccc2)cc1,0.81,3.0,-4.69,-0.38,9.32,638.8,10.0,14.0,6.0,7.0,45.0,1.0,638.8,638.3111,3.0,2.0,209.87,0.09,17.0,638.8,9.16,0.18,5.04,2.79,5.85
CC(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,2.38,2.0,-3.93,0.4,9.33,681.9,7.0,12.0,6.0,7.0,48.0,1.0,681.9,681.3672,3.0,2.0,186.58,0.12,16.0,681.9,8.58,0.17,3.47,3.14,5.85
COC(=O)Nc1ccc2c(c1)CCCCc1cccc(c1)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,6.53,5.0,6.76,6.76,10.24,657.56,8.0,11.0,3.0,3.0,46.0,0.0,657.56,656.1818,3.0,2.0,139.71,0.18,5.0,657.56,12.3,0.24,1.56,5.79,8.09
COC(=O)Nc1ccc2c(c1)CNC(=O)c1ccc(cc1)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,4.89,5.0,4.13,4.13,10.14,658.51,9.0,13.0,4.0,4.0,46.0,0.0,658.51,657.1407,2.0,1.0,168.81,0.19,5.0,658.51,7.73,0.15,0.2,3.02,5.09
COC(=O)c1cccc2c1CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,3.58,4.0,0.91,3.97,4.16,586.99,9.0,12.0,2.0,2.0,42.0,-1.0,586.99,586.1368,2.0,1.0,156.61,0.24,7.0,586.99,13.24,0.25,4.19,4.96,7.77
COC(=O)c1ccc2c(c1)CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,3.58,4.0,0.91,3.97,4.16,586.99,9.0,12.0,2.0,2.0,42.0,-1.0,586.99,586.1368,2.0,1.0,156.61,0.24,7.0,586.99,11.68,0.22,3.27,4.38,6.85
CN(C)C(=O)c1cccc2c1CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,3.49,4.0,0.2,3.26,4.16,600.04,8.0,12.0,2.0,2.0,43.0,-1.0,600.04,599.1684,2.0,1.0,150.62,0.31,7.0,600.04,12.67,0.24,4.11,5.05,7.6
O=C(O)c1ccc(NC(=O)C2c3cccc(C(=O)N4CCOCC4)c3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.26,4.0,-0.02,3.04,4.16,642.07,9.0,13.0,2.0,2.0,46.0,-1.0,642.07,641.179,2.0,1.0,159.85,0.29,7.0,642.07,12.06,0.23,4.48,4.84,7.75
CCOC(=O)[C@@H]1CCCN(C(=O)c2cccc3c2CCN(C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)C3C(=O)Nc2ccc(C(=O)O)cc2)C1,4.21,4.0,0.93,3.99,4.16,712.16,10.0,14.0,2.0,2.0,51.0,-1.0,712.16,711.2208,2.0,1.0,176.92,0.19,9.0,712.16,11.12,0.21,3.71,4.48,7.92
O=C(O)c1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.62,4.0,0.9,3.96,4.16,528.96,7.0,10.0,2.0,2.0,38.0,-1.0,528.96,528.1313,1.0,1.0,130.31,0.37,6.0,528.96,10.91,0.21,2.15,4.43,5.77
Cc1nn(C)c2c1C(C(=O)Nc1ccc(C(=O)O)cc1)N(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)CC2,2.83,4.0,-0.85,2.01,4.17,546.98,9.0,12.0,2.0,2.0,39.0,-1.0,546.98,546.1531,2.0,1.0,148.13,0.35,6.0,546.98,12.97,0.25,4.27,4.79,7.1
Cc1[nH]nc2c1C(C(=O)Nc1ccc(C(=O)O)cc1)N(C(=O)/C=C/c1c(-n3cnnn3)ccc(Cl)c1F)CC2,2.96,4.0,-0.42,2.5,4.17,550.94,8.0,12.0,3.0,3.0,39.0,-1.0,550.94,550.128,2.0,1.0,158.99,0.31,6.0,550.94,15.06,0.29,5.34,5.22,8.3
COC(=O)Nc1ccc2c(c1)NC(=O)OCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.49,4.0,3.68,3.68,12.05,592.02,10.0,14.0,4.0,4.0,42.0,0.0,592.02,591.1745,2.0,1.0,178.04,0.24,5.0,592.02,14.22,0.27,3.93,4.73,8.42
